Solar8000/HR,Solar8000/BT,Solar8000/PLETH_SPO2,time_sec
71.0,36.0,100.0,8271
,,,8272
72.0,36.0,100.0,8273
,,,8274
73.0,36.0,100.0,8275
,,,8276
73.0,36.0,100.0,8277
,,,8278
74.0,36.0,100.0,8279
,,,8280
74.0,36.0,100.0,8281
,,,8282
75.0,36.0,100.0,8283
,,,8284
76.0,36.0,100.0,8285
,,,8286
77.0,36.0,100.0,8287
,,,8288
78.0,36.0,100.0,8289
,,,8290
79.0,36.0,100.0,8291
,,,8292
80.0,36.0,100.0,8293
,,,8294
80.0,36.0,100.0,8295
,,,8296
81.0,36.0,100.0,8297
,,,8298
81.0,36.0,100.0,8299
,,,8300
82.0,36.0,100.0,8301
,,,8302
82.0,36.0,100.0,8303
,,,8304
82.0,36.0,100.0,8305
,,,8306
81.0,36.0,100.0,8307
,,,8308
80.0,36.0,100.0,8309
,,,8310
80.0,36.0,100.0,8311
,,,8312
80.0,36.0,100.0,8313
,,,8314
80.0,36.0,100.0,8315
,,,8316
80.0,36.0,100.0,8317
,,,8318
81.0,36.0,100.0,8319
,,,8320
81.0,36.0,100.0,8321
,,,8322
81.0,36.0,100.0,8323
,,,8324
82.0,36.0,100.0,8325
,,,8326
81.0,36.0,100.0,8327
,,,8328
81.0,36.0,100.0,8329
,,,8330
81.0,36.0,100.0,8331
,,,8332
81.0,36.0,100.0,8333
,,,8334
81.0,36.0,100.0,8335
,,,8336
81.0,36.0,100.0,8337
,,,8338
81.0,36.0,100.0,8339
,,,8340
81.0,36.0,100.0,8341
,,,8342
81.0,36.0,100.0,8343
,,,8344
80.0,36.0,100.0,8345
,,,8346
80.0,36.0,100.0,8347
,,,8348
80.0,36.0,100.0,8349
,,,8350
80.0,36.0,100.0,8351
,,,8352
79.0,36.0,100.0,8353
,,,8354
79.0,36.0,100.0,8355
,,,8356
79.0,36.0,100.0,8357
,,,8358
79.0,36.0,100.0,8359
,,,8360
79.0,36.0,100.0,8361
,,,8362
79.0,36.0,100.0,8363
,,,8364
79.0,36.0,100.0,8365
,,,8366
79.0,36.0,100.0,8367
,,,8368
79.0,36.0,100.0,8369
,,,8370
78.0,36.0,100.0,8371
,,,8372
77.0,36.0,100.0,8373
,,,8374
77.0,36.0,100.0,8375
,,,8376
77.0,36.0,100.0,8377
,,,8378
77.0,36.0,100.0,8379
,,,8380
77.0,36.0,100.0,8381
,,,8382
77.0,36.0,100.0,8383
,,,8384
77.0,36.0,100.0,8385
,,,8386
76.0,36.0,100.0,8387
,,,8388
76.0,36.0,100.0,8389
,,,8390
75.0,36.0,100.0,8391
,,,8392
75.0,36.0,100.0,8393
,,,8394
75.0,36.0,100.0,8395
,,,8396
75.0,36.0,100.0,8397
,,,8398
75.0,36.0,100.0,8399
,,,8400
75.0,36.0,100.0,8401
,,,8402
75.0,36.0,100.0,8403
,,,8404
75.0,36.0,100.0,8405
,,,8406
75.0,36.0,100.0,8407
,,,8408
75.0,36.0,100.0,8409
,,,8410
74.0,36.0,100.0,8411
,,,8412
74.0,36.0,100.0,8413
,,,8414
74.0,36.0,100.0,8415
,,,8416
74.0,36.0,100.0,8417
,,,8418
74.0,36.0,100.0,8419
,,,8420
74.0,36.0,100.0,8421
,,,8422
74.0,36.0,100.0,8423
,,,8424
74.0,36.0,100.0,8425
,,,8426
74.0,36.0,100.0,8427
,,,8428
73.0,36.0,100.0,8429
,,,8430
74.0,36.0,100.0,8431
,,,8432
73.0,36.0,100.0,8433
,,,8434
73.0,36.0,100.0,8435
,,,8436
74.0,36.0,100.0,8437
,,,8438
74.0,36.0,100.0,8439
,,,8440
75.0,36.0,100.0,8441
,,,8442
74.0,36.0,100.0,8443
,,,8444
74.0,36.0,100.0,8445
,,,8446
73.0,36.0,100.0,8447
,,,8448
73.0,36.0,100.0,8449
,,,8450
73.0,36.0,100.0,8451
,,,8452
72.0,36.0,100.0,8453
,,,8454
72.0,36.0,100.0,8455
,,,8456
72.0,36.0,100.0,8457
,,,8458
73.0,36.0,100.0,8459
,,,8460
73.0,36.0,100.0,8461
,,,8462
73.0,36.0,100.0,8463
,,,8464
73.0,36.0,100.0,8465
,,,8466
73.0,36.0,100.0,8467
,,,8468
72.0,36.0,100.0,8469
,,,8470
73.0,36.0,100.0,8471
,,,8472
72.0,36.0,100.0,8473
,,,8474
72.0,36.0,100.0,8475
,,,8476
72.0,36.0,100.0,8477
,,,8478
72.0,36.0,100.0,8479
,,,8480
72.0,36.0,100.0,8481
,,,8482
72.0,36.0,100.0,8483
,,,8484
72.0,36.0,100.0,8485
,,,8486
72.0,36.0,100.0,8487
,,,8488
73.0,36.0,100.0,8489
,,,8490
73.0,36.0,100.0,8491
,,,8492
73.0,36.0,100.0,8493
,,,8494
73.0,36.0,100.0,8495
,,,8496
73.0,36.0,100.0,8497
,,,8498
73.0,36.0,100.0,8499
,,,8500
73.0,36.0,100.0,8501
,,,8502
72.0,36.0,100.0,8503
,,,8504
72.0,36.0,100.0,8505
,,,8506
72.0,36.0,100.0,8507
,,,8508
73.0,36.0,100.0,8509
,,,8510
73.0,36.0,100.0,8511
,,,8512
72.0,36.0,100.0,8513
,,,8514
72.0,36.0,100.0,8515
,,,8516
72.0,36.0,100.0,8517
,,,8518
72.0,36.0,100.0,8519
,,,8520
72.0,36.0,100.0,8521
,,,8522
72.0,36.0,100.0,8523
,,,8524
72.0,36.0,100.0,8525
,,,8526
72.0,36.0,100.0,8527
,,,8528
72.0,36.0,100.0,8529
,,,8530
72.0,36.0,100.0,8531
,,,8532
71.0,36.0,100.0,8533
,,,8534
72.0,36.0,100.0,8535
,,,8536
72.0,36.0,100.0,8537
,,,8538
72.0,36.0,100.0,8539
,,,8540
72.0,36.0,100.0,8541
,,,8542
71.0,36.0,100.0,8543
,,,8544
72.0,36.0,100.0,8545
,,,8546
72.0,36.0,100.0,8547
,,,8548
72.0,36.0,100.0,8549
,,,8550
72.0,36.0,100.0,8551
,,,8552
71.0,36.0,100.0,8553
,,,8554
71.0,36.0,100.0,8555
,,,8556
71.0,36.0,100.0,8557
,,,8558
71.0,36.0,100.0,8559
,,,8560
71.0,36.0,100.0,8561
,,,8562
72.0,36.0,100.0,8563
,,,8564
71.0,36.0,100.0,8565
,,,8566
71.0,36.0,100.0,8567
,,,8568
71.0,36.0,100.0,8569
,,,8570
72.0,36.0,100.0,8571
,,,8572
72.0,36.0,100.0,8573
,,,8574
72.0,36.0,100.0,8575
,,,8576
72.0,36.0,100.0,8577
,,,8578
72.0,36.0,100.0,8579
,,,8580
72.0,36.0,100.0,8581
,,,8582
72.0,36.0,100.0,8583
,,,8584
72.0,36.0,100.0,8585
,,,8586
73.0,36.0,100.0,8587
,,,8588
73.0,36.0,100.0,8589
,,,8590
73.0,36.0,100.0,8591
,,,8592
72.0,36.0,100.0,8593
,,,8594
72.0,36.0,100.0,8595
,,,8596
71.0,36.0,100.0,8597
,,,8598
72.0,36.0,100.0,8599
,,,8600
72.0,36.0,100.0,8601
,,,8602
72.0,36.0,100.0,8603
,,,8604
72.0,36.0,100.0,8605
,,,8606
72.0,36.0,100.0,8607
,,,8608
72.0,36.0,100.0,8609
,,,8610
72.0,36.0,100.0,8611
,,,8612
72.0,36.0,100.0,8613
,,,8614
72.0,36.0,100.0,8615
,,,8616
72.0,36.0,100.0,8617
,,,8618
71.0,36.0,100.0,8619
,,,8620
69.0,36.0,100.0,8621
,,,8622
68.0,36.0,100.0,8623
,,,8624
68.0,36.0,100.0,8625
,,,8626
69.0,36.0,100.0,8627
,,,8628
70.0,36.0,100.0,8629
,,,8630
70.0,36.0,100.0,8631
,,,8632
71.0,36.0,100.0,8633
,,,8634
72.0,36.0,100.0,8635
,,,8636
72.0,36.0,100.0,8637
,,,8638
73.0,36.0,100.0,8639
,,,8640
73.0,36.0,100.0,8641
,,,8642
72.0,36.0,100.0,8643
,,,8644
71.0,36.0,100.0,8645
,,,8646
71.0,36.0,100.0,8647
,,,8648
72.0,36.0,100.0,8649
,,,8650
75.0,36.0,100.0,8651
,,,8652
75.0,36.0,100.0,8653
,,,8654
77.0,36.0,100.0,8655
,,,8656
76.0,36.0,100.0,8657
,,,8658
77.0,36.0,100.0,8659
,,,8660
77.0,36.0,100.0,8661
,,,8662
77.0,36.0,100.0,8663
,,,8664
78.0,36.0,100.0,8665
,,,8666
79.0,36.0,100.0,8667
,,,8668
79.0,36.0,100.0,8669
,,,8670
80.0,36.0,100.0,8671
,,,8672
81.0,36.0,100.0,8673
,,,8674
82.0,36.0,100.0,8675
,,,8676
82.0,36.0,100.0,8677
,,,8678
83.0,36.0,100.0,8679
,,,8680
84.0,36.0,100.0,8681
,,,8682
84.0,36.0,100.0,8683
,,,8684
84.0,36.0,100.0,8685
,,,8686
84.0,36.0,100.0,8687
,,,8688
85.0,36.0,100.0,8689
,,,8690
85.0,36.0,100.0,8691
,,,8692
86.0,36.0,100.0,8693
,,,8694
87.0,36.0,100.0,8695
,,,8696
88.0,36.0,100.0,8697
,,,8698
88.0,36.0,100.0,8699
,,,8700
88.0,36.0,100.0,8701
,,,8702
88.0,36.0,100.0,8703
,,,8704
89.0,36.0,100.0,8705
,,,8706
89.0,36.0,100.0,8707
,,,8708
89.0,36.0,100.0,8709
,,,8710
89.0,36.0,100.0,8711
,,,8712
89.0,36.0,100.0,8713
,,,8714
89.0,36.0,100.0,8715
,,,8716
89.0,36.0,100.0,8717
,,,8718
88.0,36.0,100.0,8719
,,,8720
88.0,36.0,100.0,8721
,,,8722
88.0,36.0,100.0,8723
,,,8724
88.0,36.0,100.0,8725
,,,8726
88.0,36.0,100.0,8727
,,,8728
88.0,36.0,100.0,8729
,,,8730
88.0,36.0,100.0,8731
,,,8732
88.0,36.0,100.0,8733
,,,8734
88.0,36.0,100.0,8735
,,,8736
88.0,36.0,100.0,8737
,,,8738
88.0,36.0,100.0,8739
,,,8740
88.0,36.0,100.0,8741
,,,8742
87.0,36.0,100.0,8743
,,,8744
87.0,36.0,100.0,8745
,,,8746
87.0,36.0,100.0,8747
,,,8748
87.0,36.0,100.0,8749
,,,8750
86.0,36.0,100.0,8751
,,,8752
86.0,36.0,100.0,8753
,,,8754
86.0,36.0,100.0,8755
,,,8756
85.0,36.0,100.0,8757
,,,8758
85.0,36.0,100.0,8759
,,,8760
85.0,36.0,100.0,8761
,,,8762
85.0,36.0,100.0,8763
,,,8764
85.0,36.0,100.0,8765
,,,8766
84.0,36.0,100.0,8767
,,,8768
83.0,36.0,100.0,8769
,,,8770
82.0,36.0,100.0,8771
,,,8772
81.0,36.0,100.0,8773
,,,8774
81.0,36.0,100.0,8775
,,,8776
81.0,36.0,100.0,8777
,,,8778
82.0,36.0,100.0,8779
,,,8780
82.0,36.0,100.0,8781
,,,8782
83.0,36.0,100.0,8783
,,,8784
82.0,36.0,100.0,8785
,,,8786
81.0,36.0,100.0,8787
,,,8788
81.0,36.0,100.0,8789
,,,8790
81.0,36.0,100.0,8791
,,,8792
81.0,36.0,100.0,8793
,,,8794
81.0,36.0,100.0,8795
,,,8796
81.0,36.0,100.0,8797
,,,8798
82.0,36.0,100.0,8799
,,,8800
82.0,36.0,100.0,8801
,,,8802
82.0,36.0,100.0,8803
,,,8804
82.0,36.0,100.0,8805
,,,8806
80.0,36.0,100.0,8807
,,,8808
80.0,36.0,100.0,8809
,,,8810
79.0,36.0,100.0,8811
,,,8812
80.0,36.0,100.0,8813
,,,8814
81.0,36.0,100.0,8815
,,,8816
82.0,36.0,100.0,8817
,,,8818
82.0,36.0,100.0,8819
,,,8820
81.0,36.0,100.0,8821
,,,8822
81.0,36.0,100.0,8823
,,,8824
82.0,36.0,100.0,8825
,,,8826
82.0,36.0,100.0,8827
,,,8828
83.0,36.0,100.0,8829
,,,8830
83.0,36.0,100.0,8831
,,,8832
83.0,36.0,100.0,8833
,,,8834
84.0,36.0,100.0,8835
,,,8836
84.0,36.0,100.0,8837
,,,8838
84.0,36.0,100.0,8839
,,,8840
83.0,36.0,100.0,8841
,,,8842
83.0,36.0,100.0,8843
,,,8844
83.0,36.0,100.0,8845
,,,8846
83.0,36.0,100.0,8847
,,,8848
83.0,36.0,100.0,8849
,,,8850
84.0,36.0,100.0,8851
,,,8852
84.0,36.0,100.0,8853
,,,8854
84.0,36.0,100.0,8855
,,,8856
84.0,36.0,100.0,8857
,,,8858
84.0,36.0,100.0,8859
,,,8860
83.0,36.0,100.0,8861
,,,8862
83.0,36.0,100.0,8863
,,,8864
84.0,36.0,100.0,8865
,,,8866
84.0,36.0,100.0,8867
,,,8868
83.0,36.0,100.0,8869
,,,8870
81.0,36.0,100.0,8871
,,,8872
80.0,36.0,100.0,8873
,,,8874
80.0,36.0,100.0,8875
,,,8876
80.0,36.0,100.0,8877
,,,8878
81.0,36.0,100.0,8879
,,,8880
81.0,36.0,100.0,8881
,,,8882
81.0,36.0,100.0,8883
,,,8884
81.0,36.0,100.0,8885
,,,8886
81.0,36.0,100.0,8887
,,,8888
81.0,36.0,100.0,8889
,,,8890
81.0,36.0,100.0,8891
,,,8892
82.0,36.0,100.0,8893
,,,8894
82.0,36.0,100.0,8895
,,,8896
82.0,36.0,100.0,8897
,,,8898
82.0,36.0,100.0,8899
,,,8900
82.0,36.0,100.0,8901
,,,8902
82.0,36.0,100.0,8903
,,,8904
82.0,36.0,100.0,8905
,,,8906
82.0,36.0,100.0,8907
,,,8908
82.0,36.0,100.0,8909
,,,8910
81.0,36.0,100.0,8911
,,,8912
81.0,36.0,100.0,8913
,,,8914
82.0,36.0,100.0,8915
,,,8916
82.0,36.0,100.0,8917
,,,8918
82.0,36.0,100.0,8919
,,,8920
82.0,36.0,100.0,8921
,,,8922
81.0,36.0,100.0,8923
,,,8924
81.0,36.0,100.0,8925
,,,8926
79.0,36.0,100.0,8927
,,,8928
79.0,36.0,100.0,8929
,,,8930
80.0,36.0,100.0,8931
,,,8932
81.0,36.0,100.0,8933
,,,8934
82.0,36.0,100.0,8935
,,,8936
83.0,36.0,100.0,8937
,,,8938
83.0,36.0,100.0,8939
,,,8940
83.0,36.0,100.0,8941
,,,8942
83.0,36.0,100.0,8943
,,,8944
83.0,36.0,100.0,8945
,,,8946
83.0,36.0,100.0,8947
,,,8948
83.0,36.0,100.0,8949
,,,8950
83.0,36.0,100.0,8951
,,,8952
83.0,36.0,100.0,8953
,,,8954
84.0,36.0,100.0,8955
,,,8956
84.0,36.0,100.0,8957
,,,8958
84.0,36.0,100.0,8959
,,,8960
84.0,36.0,100.0,8961
,,,8962
84.0,36.0,100.0,8963
,,,8964
84.0,36.0,100.0,8965
,,,8966
84.0,36.0,100.0,8967
,,,8968
84.0,36.0,100.0,8969
,,,8970
84.0,36.0,100.0,8971
,,,8972
84.0,36.0,100.0,8973
,,,8974
84.0,36.0,100.0,8975
,,,8976
84.0,36.0,100.0,8977
,,,8978
84.0,36.0,100.0,8979
,,,8980
84.0,36.0,100.0,8981
,,,8982
84.0,36.0,100.0,8983
,,,8984
84.0,36.0,100.0,8985
,,,8986
84.0,36.0,100.0,8987
,,,8988
84.0,36.0,100.0,8989
,,,8990
84.0,36.0,100.0,8991
,,,8992
84.0,36.0,99.0,8993
,,,8994
84.0,36.0,99.0,8995
,,,8996
84.0,36.0,99.0,8997
,,,8998
84.0,36.0,99.0,8999
,,,9000
84.0,36.0,99.0,9001
,,,9002
84.0,36.0,99.0,9003
,,,9004
84.0,36.0,100.0,9005
,,,9006
84.0,36.0,99.0,9007
,,,9008
84.0,36.0,99.0,9009
,,,9010
84.0,36.0,99.0,9011
,,,9012
83.0,36.0,99.0,9013
,,,9014
83.0,36.0,99.0,9015
,,,9016
83.0,36.0,99.0,9017
,,,9018
83.0,36.0,99.0,9019
,,,9020
83.0,36.0,99.0,9021
,,,9022
83.0,36.0,99.0,9023
,,,9024
83.0,36.0,99.0,9025
,,,9026
83.0,36.0,99.0,9027
,,,9028
83.0,36.0,99.0,9029
,,,9030
83.0,36.0,99.0,9031
,,,9032
83.0,36.0,99.0,9033
,,,9034
83.0,36.0,99.0,9035
,,,9036
83.0,36.0,99.0,9037
,,,9038
83.0,36.0,99.0,9039
,,,9040
83.0,36.0,99.0,9041
,,,9042
83.0,36.0,99.0,9043
,,,9044
83.0,36.0,99.0,9045
,,,9046
82.0,36.0,99.0,9047
,,,9048
82.0,36.0,99.0,9049
,,,9050
82.0,36.0,99.0,9051
,,,9052
82.0,36.0,99.0,9053
,,,9054
82.0,36.0,99.0,9055
,,,9056
83.0,36.0,99.0,9057
,,,9058
82.0,36.0,99.0,9059
,,,9060
82.0,36.0,99.0,9061
,,,9062
82.0,36.0,99.0,9063
,,,9064
82.0,36.0,99.0,9065
,,,9066
82.0,36.0,99.0,9067
,,,9068
82.0,36.0,99.0,9069
,,,9070
82.0,36.0,99.0,9071
,,,9072
82.0,36.0,99.0,9073
,,,9074
82.0,36.0,99.0,9075
,,,9076
81.0,36.0,99.0,9077
,,,9078
82.0,36.0,99.0,9079
,,,9080
81.0,36.0,99.0,9081
,,,9082
81.0,36.0,99.0,9083
,,,9084
81.0,36.0,99.0,9085
,,,9086
81.0,36.0,99.0,9087
,,,9088
81.0,36.0,99.0,9089
,,,9090
81.0,36.0,99.0,9091
,,,9092
81.0,36.0,99.0,9093
,,,9094
81.0,36.0,99.0,9095
,,,9096
81.0,36.0,99.0,9097
,,,9098
81.0,36.0,99.0,9099
,,,9100
81.0,36.0,99.0,9101
,,,9102
81.0,36.0,99.0,9103
,,,9104
81.0,36.0,99.0,9105
,,,9106
81.0,36.0,99.0,9107
,,,9108
81.0,36.0,99.0,9109
,,,9110
81.0,36.0,99.0,9111
,,,9112
80.0,36.0,99.0,9113
,,,9114
80.0,36.0,99.0,9115
,,,9116
80.0,36.0,99.0,9117
,,,9118
81.0,36.0,99.0,9119
,,,9120
80.0,36.0,99.0,9121
,,,9122
81.0,36.0,99.0,9123
,,,9124
81.0,36.0,99.0,9125
,,,9126
81.0,36.0,99.0,9127
,,,9128
81.0,36.0,99.0,9129
,,,9130
81.0,36.0,99.0,9131
,,,9132
80.0,36.100002,99.0,9133
,,,9134
80.0,36.100002,99.0,9135
,,,9136
80.0,36.100002,99.0,9137
,,,9138
80.0,36.100002,99.0,9139
,,,9140
80.0,36.100002,99.0,9141
,,,9142
80.0,36.100002,99.0,9143
,,,9144
79.0,36.100002,99.0,9145
,,,9146
79.0,36.100002,99.0,9147
,,,9148
79.0,36.100002,99.0,9149
,,,9150
79.0,36.100002,99.0,9151
,,,9152
79.0,36.100002,99.0,9153
,,,9154
79.0,36.100002,99.0,9155
,,,9156
79.0,36.100002,99.0,9157
,,,9158
79.0,36.100002,99.0,9159
,,,9160
79.0,36.100002,99.0,9161
,,,9162
79.0,36.100002,99.0,9163
,,,9164
78.0,36.100002,99.0,9165
,,,9166
78.0,36.100002,99.0,9167
,,,9168
79.0,36.100002,99.0,9169
,,,9170
79.0,36.100002,99.0,9171
,,,9172
79.0,36.100002,99.0,9173
,,,9174
79.0,36.100002,99.0,9175
,,,9176
79.0,36.100002,99.0,9177
,,,9178
79.0,36.100002,99.0,9179
,,,9180
79.0,36.100002,99.0,9181
,,,9182
79.0,36.100002,99.0,9183
,,,9184
79.0,36.100002,99.0,9185
,,,9186
79.0,36.100002,99.0,9187
,,,9188
79.0,36.100002,99.0,9189
,,,9190
79.0,36.100002,99.0,9191
,,,9192
79.0,36.100002,99.0,9193
,,,9194
79.0,36.100002,99.0,9195
,,,9196
79.0,36.100002,99.0,9197
,,,9198
79.0,36.100002,99.0,9199
,,,9200
79.0,36.100002,99.0,9201
,,,9202
79.0,36.100002,99.0,9203
,,,9204
79.0,36.100002,99.0,9205
,,,9206
79.0,36.100002,98.0,9207
,,,9208
79.0,36.100002,98.0,9209
,,,9210
79.0,36.100002,98.0,9211
,,,9212
79.0,36.100002,98.0,9213
,,,9214
79.0,36.100002,98.0,9215
,,,9216
79.0,36.100002,98.0,9217
,,,9218
79.0,36.100002,98.0,9219
,,,9220
79.0,36.100002,98.0,9221
,,,9222
79.0,36.100002,98.0,9223
,,,9224
79.0,36.100002,98.0,9225
,,,9226
79.0,36.100002,98.0,9227
,,,9228
79.0,36.100002,98.0,9229
,,,9230
79.0,36.100002,98.0,9231
,,,9232
79.0,36.100002,98.0,9233
,,,9234
79.0,36.100002,98.0,9235
,,,9236
79.0,36.100002,98.0,9237
,,,9238
79.0,36.100002,98.0,9239
,,,9240
79.0,36.100002,98.0,9241
,,,9242
79.0,36.100002,98.0,9243
,,,9244
79.0,36.100002,98.0,9245
,,,9246
79.0,36.100002,98.0,9247
,,,9248
80.0,36.100002,98.0,9249
,,,9250
80.0,36.100002,98.0,9251
,,,9252
80.0,36.100002,98.0,9253
,,,9254
79.0,36.100002,98.0,9255
,,,9256
79.0,36.100002,98.0,9257
,,,9258
79.0,36.100002,98.0,9259
,,,9260
79.0,36.100002,98.0,9261
,,,9262
80.0,36.100002,98.0,9263
,,,9264
79.0,36.100002,98.0,9265
,,,9266
79.0,36.100002,98.0,9267
,,,9268
79.0,36.100002,98.0,9269
,,,9270
79.0,36.100002,98.0,9271
,,,9272
79.0,36.100002,98.0,9273
,,,9274
79.0,36.100002,98.0,9275
,,,9276
79.0,36.100002,98.0,9277
,,,9278
79.0,36.100002,98.0,9279
,,,9280
79.0,36.100002,97.0,9281
,,,9282
79.0,36.100002,97.0,9283
,,,9284
79.0,36.100002,97.0,9285
,,,9286
79.0,36.100002,97.0,9287
,,,9288
79.0,36.100002,97.0,9289
,,,9290
79.0,36.100002,97.0,9291
,,,9292
80.0,36.100002,97.0,9293
,,,9294
79.0,36.100002,97.0,9295
,,,9296
80.0,36.100002,97.0,9297
,,,9298
80.0,36.100002,97.0,9299
,,,9300
80.0,36.100002,97.0,9301
,,,9302
80.0,36.100002,97.0,9303
,,,9304
80.0,36.100002,97.0,9305
,,,9306
80.0,36.100002,97.0,9307
,,,9308
80.0,36.100002,97.0,9309
,,,9310
80.0,36.100002,98.0,9311
,,,9312
80.0,36.100002,98.0,9313
,,,9314
80.0,36.100002,98.0,9315
,,,9316
80.0,36.100002,98.0,9317
,,,9318
80.0,36.100002,98.0,9319
,,,9320
80.0,36.100002,98.0,9321
,,,9322
80.0,36.100002,98.0,9323
,,,9324
79.0,36.100002,98.0,9325
,,,9326
80.0,36.100002,98.0,9327
,,,9328
80.0,36.100002,98.0,9329
,,,9330
80.0,36.100002,98.0,9331
,,,9332
80.0,36.100002,98.0,9333
,,,9334
80.0,36.100002,98.0,9335
,,,9336
80.0,36.100002,98.0,9337
,,,9338
80.0,36.100002,98.0,9339
,,,9340
80.0,36.100002,98.0,9341
,,,9342
79.0,36.100002,98.0,9343
,,,9344
80.0,36.100002,98.0,9345
,,,9346
80.0,36.100002,98.0,9347
,,,9348
80.0,36.100002,98.0,9349
,,,9350
80.0,36.100002,98.0,9351
,,,9352
80.0,36.100002,98.0,9353
,,,9354
80.0,36.100002,98.0,9355
,,,9356
80.0,36.100002,98.0,9357
,,,9358
80.0,36.100002,98.0,9359
,,,9360
80.0,36.100002,98.0,9361
,,,9362
80.0,36.100002,98.0,9363
,,,9364
80.0,36.100002,98.0,9365
,,,9366
80.0,36.100002,98.0,9367
,,,9368
80.0,36.100002,98.0,9369
,,,9370
80.0,36.100002,98.0,9371
,,,9372
80.0,36.100002,98.0,9373
,,,9374
80.0,36.100002,98.0,9375
,,,9376
80.0,36.100002,98.0,9377
,,,9378
80.0,36.100002,98.0,9379
,,,9380
80.0,36.100002,98.0,9381
,,,9382
79.0,36.100002,98.0,9383
,,,9384
79.0,36.100002,98.0,9385
,,,9386
79.0,36.100002,98.0,9387
,,,9388
79.0,36.100002,98.0,9389
,,,9390
80.0,36.100002,98.0,9391
,,,9392
80.0,36.100002,98.0,9393
,,,9394
80.0,36.100002,98.0,9395
,,,9396
80.0,36.100002,98.0,9397
,,,9398
80.0,36.100002,98.0,9399
,,,9400
80.0,36.100002,98.0,9401
,,,9402
80.0,36.100002,98.0,9403
,,,9404
80.0,36.100002,98.0,9405
,,,9406
80.0,36.100002,98.0,9407
,,,9408
80.0,36.100002,98.0,9409
,,,9410
80.0,36.100002,98.0,9411
,,,9412
80.0,36.100002,97.0,9413
,,,9414
79.0,36.100002,97.0,9415
,,,9416
80.0,36.100002,97.0,9417
,,,9418
80.0,36.100002,97.0,9419
,,,9420
80.0,36.100002,98.0,9421
,,,9422
80.0,36.100002,98.0,9423
,,,9424
80.0,36.100002,98.0,9425
,,,9426
80.0,36.100002,98.0,9427
,,,9428
80.0,36.100002,98.0,9429
,,,9430
80.0,36.100002,98.0,9431
,,,9432
80.0,36.100002,97.0,9433
,,,9434
80.0,36.100002,98.0,9435
,,,9436
80.0,36.100002,98.0,9437
,,,9438
80.0,36.100002,98.0,9439
,,,9440
80.0,36.100002,98.0,9441
,,,9442
79.0,36.100002,98.0,9443
,,,9444
79.0,36.100002,98.0,9445
,,,9446
80.0,36.100002,98.0,9447
,,,9448
80.0,36.100002,98.0,9449
,,,9450
80.0,36.100002,98.0,9451
,,,9452
80.0,36.100002,98.0,9453
,,,9454
80.0,36.100002,98.0,9455
,,,9456
80.0,36.100002,98.0,9457
,,,9458
80.0,36.100002,98.0,9459
,,,9460
81.0,36.100002,98.0,9461
,,,9462
81.0,36.100002,98.0,9463
,,,9464
81.0,36.100002,98.0,9465
,,,9466
81.0,36.100002,98.0,9467
,,,9468
82.0,36.100002,98.0,9469
,,,9470
82.0,36.100002,98.0,9471
,,,9472
82.0,36.100002,98.0,9473
,,,9474
82.0,36.100002,98.0,9475
,,,9476
82.0,36.100002,98.0,9477
,,,9478
82.0,36.100002,98.0,9479
,,,9480
82.0,36.100002,98.0,9481
,,,9482
82.0,36.100002,98.0,9483
,,,9484
81.0,36.100002,98.0,9485
,,,9486
81.0,36.100002,98.0,9487
,,,9488
81.0,36.100002,98.0,9489
,,,9490
82.0,36.100002,98.0,9491
,,,9492
82.0,36.100002,98.0,9493
,,,9494
82.0,36.100002,98.0,9495
,,,9496
82.0,36.100002,98.0,9497
,,,9498
82.0,36.100002,98.0,9499
,,,9500
82.0,36.100002,99.0,9501
,,,9502
82.0,36.100002,98.0,9503
,,,9504
82.0,36.100002,98.0,9505
,,,9506
81.0,36.100002,98.0,9507
,,,9508
81.0,36.100002,98.0,9509
,,,9510
81.0,36.100002,98.0,9511
,,,9512
82.0,36.100002,98.0,9513
,,,9514
82.0,36.100002,98.0,9515
,,,9516
82.0,36.100002,98.0,9517
,,,9518
82.0,36.100002,98.0,9519
,,,9520
82.0,36.100002,98.0,9521
,,,9522
82.0,36.100002,98.0,9523
,,,9524
82.0,36.100002,98.0,9525
,,,9526
81.0,36.100002,99.0,9527
,,,9528
81.0,36.100002,98.0,9529
,,,9530
81.0,36.100002,98.0,9531
,,,9532
81.0,36.100002,98.0,9533
,,,9534
81.0,36.100002,98.0,9535
,,,9536
81.0,36.100002,98.0,9537
,,,9538
81.0,36.100002,98.0,9539
,,,9540
81.0,36.100002,98.0,9541
,,,9542
81.0,36.100002,98.0,9543
,,,9544
81.0,36.100002,98.0,9545
,,,9546
81.0,36.100002,98.0,9547
,,,9548
81.0,36.100002,98.0,9549
,,,9550
81.0,36.100002,98.0,9551
,,,9552
80.0,36.100002,98.0,9553
,,,9554
80.0,36.100002,98.0,9555
,,,9556
80.0,36.100002,98.0,9557
,,,9558
81.0,36.100002,98.0,9559
,,,9560
80.0,36.100002,98.0,9561
,,,9562
81.0,36.100002,98.0,9563
,,,9564
81.0,36.100002,98.0,9565
,,,9566
81.0,36.100002,98.0,9567
,,,9568
81.0,36.100002,98.0,9569
,,,9570
81.0,36.100002,98.0,9571
,,,9572
81.0,36.100002,98.0,9573
,,,9574
81.0,36.100002,98.0,9575
,,,9576
81.0,36.100002,99.0,9577
,,,9578
